filename,start,end,category,gender,is_valid,From
q-6-7ae89448494a52e8bf60f419be850de9-20200927-091622-1601172982.1133185_12.wav,01.50',02.00',normal,Male,TRUE,Boom
q-6-7ae89448494a52e8bf60f419be850de9-20200927-091622-1601172982.1133185_13.wav,02.00',02.10',normal,Male,TRUE,Boom
q-6-7ae89448494a52e8bf60f419be850de9-20200927-091622-1601172982.1133185_14.wav,02.10',02.20',normal,Male,TRUE,Boom
q-6-7ae89448494a52e8bf60f419be850de9-20200927-091622-1601172982.1133185_15.wav,02.20',02.30',normal,Male,TRUE,Boom
q-6-7ae89448494a52e8bf60f419be850de9-20200927-091622-1601172982.1133185_16.wav,02.30',02.40',sobbing,Male,TRUE,Boom
q-6-7ae89448494a52e8bf60f419be850de9-20200927-091622-1601172982.1133185_17.wav,02.40',02.50',normal,Male,TRUE,Boom
q-6-7ae89448494a52e8bf60f419be850de9-20200927-091622-1601172982.1133185_18.wav,02.50',03.00',normal,Male,TRUE,Boom
q-6-7ae89448494a52e8bf60f419be850de9-20200927-091622-1601172982.1133185_19.wav,03.00',03.10',normal,Male,TRUE,Boom
q-6-7ae89448494a52e8bf60f419be850de9-20200927-091622-1601172982.1133185_20.wav,03.10',03.20',normal,Male,TRUE,Boom
q-6-7ae89448494a52e8bf60f419be850de9-20200927-091622-1601172982.1133185_21.wav,03.20',03.30',normal,Male,TRUE,Boom
q-6-7ae89448494a52e8bf60f419be850de9-20200927-091622-1601172982.1133185_22.wav,03.30',03.40',normal,Male,TRUE,Boom
q-6-7ae89448494a52e8bf60f419be850de9-20200927-091622-1601172982.1133185_23.wav,03.40',03.50',normal,Male,TRUE,Boom
q-6-7ae89448494a52e8bf60f419be850de9-20200927-091622-1601172982.1133185_24.wav,03.50',04.00',normal,Male,TRUE,Boom
q-6-7ae89448494a52e8bf60f419be850de9-20200927-091622-1601172982.1133185_25.wav,04.00',04.10',normal,Male,TRUE,Boom
q-6-7ae89448494a52e8bf60f419be850de9-20200927-091622-1601172982.1133185_26.wav,04.10',04.20',normal,Male,TRUE,Boom
q-6-7ae89448494a52e8bf60f419be850de9-20200927-091622-1601172982.1133185_27.wav,04.20',04.30',normal,Male,TRUE,Boom
q-6-7ae89448494a52e8bf60f419be850de9-20200927-091622-1601172982.1133185_28.wav,04.30',04.40',normal,Male,TRUE,Boom
q-6-7ae89448494a52e8bf60f419be850de9-20200927-091622-1601172982.1133185_29.wav,04.40',04.50',normal,Male,TRUE,Boom
q-6-7ae89448494a52e8bf60f419be850de9-20200927-091622-1601172982.1133185_30.wav,04.50',05.00',normal,Male,TRUE,Boom
q-6-7ae89448494a52e8bf60f419be850de9-20200927-091622-1601172982.1133185_31.wav,05.00',05.10',normal,Male,TRUE,Boom
q-6-7ae89448494a52e8bf60f419be850de9-20200927-091622-1601172982.1133185_32.wav,05.10',05.20',normal,Male,TRUE,Boom
q-6-7ae89448494a52e8bf60f419be850de9-20200927-091622-1601172982.1133185_33.wav,05.20',05.30',normal,Male,TRUE,Boom
q-6-7ae89448494a52e8bf60f419be850de9-20200927-091622-1601172982.1133185_34.wav,05.30',05.40',normal,Male,TRUE,Boom
q-6-7ae89448494a52e8bf60f419be850de9-20200927-091622-1601172982.1133185_35.wav,05.40',05.50',normal,Male,TRUE,Boom
q-6-7ae89448494a52e8bf60f419be850de9-20200927-091622-1601172982.1133185_36.wav,05.50',06.00',normal,Male,TRUE,Boom
q-6-7ae89448494a52e8bf60f419be850de9-20200927-091622-1601172982.1133185_37.wav,06.00',06.10',normal,Male,TRUE,Boom
q-6-7ae89448494a52e8bf60f419be850de9-20200927-091622-1601172982.1133185_38.wav,06.10',06.20',normal,Male,TRUE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_1.wav,00.00',00.10',sad,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_2.wav,00.10',00.20',sad,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_3.wav,00.20',00.30',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_4.wav,00.30',00.40',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_5.wav,00.40',00.50',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_6.wav,00.50',01.00',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_7.wav,01.00',01.10',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_8.wav,01.10',01.20',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_9.wav,01.20',01.30',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_10.wav,01.30',01.40',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_11.wav,01.40',01.50',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_12.wav,01.50',02.00',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_13.wav,02.00',02.10',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_14.wav,02.10',02.20',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_15.wav,02.20',02.30',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_16.wav,02.30',02.40',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_17.wav,02.40',02.50',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_18.wav,02.50',03.00',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_19.wav,03.00',03.10',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_20.wav,03.10',03.20',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_21.wav,03.20',03.30',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_22.wav,03.30',03.40',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_23.wav,03.40',03.50',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_24.wav,03.50',04.00',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_25.wav,04.00',04.10',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_26.wav,04.10',04.20',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_27.wav,04.20',04.30',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_28.wav,04.30',04.40',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_29.wav,04.40',04.50',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_30.wav,04.50',05.00',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_31.wav,05.00',05.10',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_32.wav,05.10',05.20',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_33.wav,05.20',05.30',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_34.wav,05.30',05.40',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_35.wav,05.40',05.50',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_36.wav,05.50',06.00',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_37.wav,06.00',06.10',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_38.wav,06.10',06.20',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_39.wav,06.20',06.30',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_40.wav,06.30',06.40',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_41.wav,06.40',06.50',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_42.wav,06.50',07.00',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_43.wav,07.00',07.10',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_44.wav,07.10',07.20',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_45.wav,07.20',07.30',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_46.wav,07.30',07.40',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_47.wav,07.40',07.50',sobbing,Female,FALSE,Boom
q-6-7b24daf89f86ac079b00a25812b16983-20201109-102330-1604892210.1261995_48.wav,07.50',08.00',sobbing,Female,FALSE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_1.wav,00.00',00.10',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_2.wav,00.10',00.20',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_3.wav,00.20',00.30',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_4.wav,00.30',00.40',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_5.wav,00.40',00.50',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_6.wav,00.50',01.00',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_7.wav,01.00',01.10',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_8.wav,01.10',01.20',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_9.wav,01.20',01.30',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_10.wav,01.30',01.40',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_11.wav,01.40',01.50',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_12.wav,01.50',02.00',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_13.wav,02.00',02.10',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_14.wav,02.10',02.20',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_15.wav,02.20',02.30',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_16.wav,02.30',02.40',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_17.wav,02.40',02.50',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_18.wav,02.50',03.00',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_19.wav,03.00',03.10',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_20.wav,03.10',03.20',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_21.wav,03.20',03.30',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_22.wav,03.30',03.40',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_23.wav,03.40',03.50',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_24.wav,03.50',04.00',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_25.wav,04.00',04.10',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_26.wav,04.10',04.20',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_27.wav,04.20',04.30',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_28.wav,04.30',04.40',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_29.wav,04.40',04.50',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_30.wav,04.50',05.00',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_31.wav,05.00',05.10',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_32.wav,05.10',05.20',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_33.wav,05.20',05.30',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_34.wav,05.30',05.40',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_35.wav,05.40',05.50',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_36.wav,05.50',06.00',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_37.wav,06.00',06.10',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_38.wav,06.10',06.20',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_39.wav,06.20',06.30',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_40.wav,06.30',06.40',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_41.wav,06.40',06.50',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_42.wav,06.50',07.00',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_43.wav,07.00',07.10',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_44.wav,07.10',07.20',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_45.wav,07.20',07.30',normal,Male,TRUE,Boom
q-6-7b56d7b3697e3cb6458120ba6754e8cf-20201019-085635-1603072595.1201356_46.wav,07.30',07.40',normal,Male,TRUE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_1.wav,00.00',00.10',sobbing,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_2.wav,00.10',00.20',sobbing,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_3.wav,00.20',00.30',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_4.wav,00.30',00.40',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_5.wav,00.40',00.50',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_6.wav,00.50',01.00',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_7.wav,01.00',01.10',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_8.wav,01.10',01.20',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_9.wav,01.20',01.30',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_10.wav,01.30',01.40',sobbing,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_11.wav,01.40',01.50',sobbing,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_12.wav,01.50',02.00',sobbing,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_13.wav,02.00',02.10',sobbing,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_14.wav,02.10',02.20',sobbing,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_15.wav,02.20',02.30',sobbing,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_16.wav,02.30',02.40',sobbing,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_17.wav,02.40',02.50',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_18.wav,02.50',03.00',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_19.wav,03.00',03.10',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_20.wav,03.10',03.20',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_21.wav,03.20',03.30',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_22.wav,03.30',03.40',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_23.wav,03.40',03.50',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_24.wav,03.50',04.00',sobbing,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_25.wav,04.00',04.10',sobbing,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_26.wav,04.10',04.20',sobbing,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_27.wav,04.20',04.30',sobbing,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_28.wav,04.30',04.40',sobbing,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_29.wav,04.40',04.50',sobbing,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_30.wav,04.50',05.00',normal,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_31.wav,05.00',05.10',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_32.wav,05.10',05.20',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_33.wav,05.20',05.30',sobbing,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_34.wav,05.30',05.40',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_35.wav,05.40',05.50',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_36.wav,05.50',06.00',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_37.wav,06.00',06.10',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_38.wav,06.10',06.20',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_39.wav,06.20',06.30',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_40.wav,06.30',06.40',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_41.wav,06.40',06.50',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_42.wav,06.50',07.00',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_43.wav,07.00',07.10',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_44.wav,07.10',07.20',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_45.wav,07.20',07.30',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_46.wav,07.30',07.40',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_47.wav,07.40',07.50',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_48.wav,07.50',08.00',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_49.wav,08.00',08.10',sad,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_50.wav,08.10',08.20',sobbing,Female,FALSE,Boom
q-6-7b965de149d6cf9b55a79f75092cc027-20201012-023358-1602444838.1180260_51.wav,08.20',08.30',sobbing,Female,FALSE,Boom
